Mine,Latitude,Longitude,Date,Temperature_C,Wind_Speed_m_s,Relative_Humidity_percent,Precipitation_mm,Soil_Moisture_0_7cm,Soil_Moisture_7_28cm,Soil_Moisture_28_100cm,Soil_Moisture_0_100cm
Balaghat,21.84995,80.22672,2025-09-28,25.36,2.59,90.14,4.58,0.485,0.497,0.486,0.488
Balaghat,21.84995,80.22672,2025-09-29,25.41,1.6,89.62,2.85,0.468,0.484,0.485,0.484
Balaghat,21.84995,80.22672,2025-09-30,25.86,0.91,86.28,10.24,0.452,0.472,0.484,0.479
Balaghat,21.84995,80.22672,2025-10-01,25.59,1.7,89.55,3.9,0.469,0.476,0.482,0.48
Balaghat,21.84995,80.22672,2025-10-02,25.08,2.17,90.79,2.31,0.473,0.488,0.482,0.482
Balaghat,21.84995,80.22672,2025-10-03,24.96,2.6,90.51,3.12,0.476,0.495,0.484,0.486
Balaghat,21.84995,80.22672,2025-10-04,25.44,1.85,89.4,1.25,0.474,0.485,0.484,0.484
Balaghat,21.84995,80.22672,2025-10-05,24.91,1.31,89.65,15.54,0.494,0.485,0.483,0.484
Balaghat,21.84995,80.22672,2025-10-06,24.47,1.65,88.39,17.33,0.497,0.508,0.487,0.492
Balaghat,21.84995,80.22672,2025-10-07,24.66,1.32,86.64,3.42,0.482,0.497,0.491,0.492
Balaghat,21.84995,80.22672,2025-10-08,24.45,1.24,85.05,7.35,0.439,0.477,0.49,0.483
Balaghat,21.84995,80.22672,2025-10-09,23.0,2.17,85.37,3.98,0.403,0.46,0.487,0.476
Balaghat,21.84995,80.22672,2025-10-10,21.88,1.91,88.89,11.18,0.391,0.444,0.485,0.47
Balaghat,21.84995,80.22672,2025-10-11,22.23,2.32,89.66,3.83,0.382,0.429,0.482,0.464
Balaghat,21.84995,80.22672,2025-10-12,22.56,1.49,86.95,0.0,0.36,0.414,0.479,0.457
Balaghat,21.84995,80.22672,2025-10-13,23.19,1.09,85.03,0.0,0.353,0.407,0.475,0.452
Balaghat,21.84995,80.22672,2025-10-14,22.88,1.37,86.56,0.0,0.34,0.399,0.472,0.447
Balaghat,21.84995,80.22672,2025-10-15,23.15,1.4,85.94,0.11,0.321,0.39,0.468,0.441
Balaghat,21.84995,80.22672,2025-10-16,23.73,0.94,82.18,1.2,0.294,0.375,0.464,0.433
Balaghat,21.84995,80.22672,2025-10-17,23.6,0.91,81.21,0.03,0.294,0.366,0.46,0.428
Balaghat,21.84995,80.22672,2025-10-18,22.58,1.04,81.26,0.0,0.291,0.362,0.456,0.425
Balaghat,21.84995,80.22672,2025-10-19,21.78,1.3,81.95,0.0,0.286,0.36,0.452,0.421
Balaghat,21.84995,80.22672,2025-10-20,22.23,1.4,84.92,0.35,0.311,0.357,0.448,0.419
Balaghat,21.84995,80.22672,2025-10-21,23.42,1.87,89.2,0.08,0.364,0.357,0.446,0.422
Balaghat,21.84995,80.22672,2025-10-22,23.33,1.73,86.89,0.0,0.351,0.36,0.446,0.421
Balaghat,21.84995,80.22672,2025-10-23,22.61,1.47,86.23,0.0,0.332,0.356,0.442,0.416
Balaghat,21.84995,80.22672,2025-10-24,22.79,1.34,85.61,0.0,0.308,0.347,0.438,0.41
Balaghat,21.84995,80.22672,2025-10-25,22.11,1.22,87.75,6.8,0.31,0.341,0.437,0.408
Balaghat,21.84995,80.22672,2025-10-26,22.22,1.57,90.32,10.44,0.381,0.355,0.434,0.414
Balaghat,21.84995,80.22672,2025-10-27,23.65,2.11,88.28,0.18,0.444,0.397,0.434,0.427
Balaghat,21.84995,80.22672,2025-10-28,23.84,2.86,88.79,0.04,0.44,0.404,0.437,0.43
Balaghat,21.84995,80.22672,2025-10-29,24.45,3.76,88.75,2.12,0.447,0.414,0.447,0.44
Balaghat,21.84995,80.22672,2025-10-30,24.31,2.6,93.15,9.24,0.485,0.439,0.449,0.449
Balaghat,21.84995,80.22672,2025-10-31,24.72,1.77,89.74,5.86,0.497,0.49,0.45,0.461
Balaghat,21.84995,80.22672,2025-11-01,24.38,1.11,87.89,0.65,0.486,0.497,0.455,0.466
Balaghat,21.84995,80.22672,2025-11-02,24.11,1.17,88.0,1.17,0.465,0.482,0.457,0.463
Balaghat,21.84995,80.22672,2025-11-03,23.22,1.16,85.44,0.03,0.448,0.471,0.456,0.459
Balaghat,21.84995,80.22672,2025-11-04,23.09,0.83,76.58,0.0,0.427,0.46,0.455,0.454
Balaghat,21.84995,80.22672,2025-11-05,22.26,1.52,83.66,0.0,0.41,0.449,0.453,0.449
Balaghat,21.84995,80.22672,2025-11-06,20.62,1.81,77.56,0.0,0.397,0.437,0.452,0.445
Balaghat,21.84995,80.22672,2025-11-07,18.48,1.38,70.73,0.0,0.385,0.429,0.45,0.441
Balaghat,21.84995,80.22672,2025-11-08,17.35,1.32,72.07,0.0,0.372,0.42,0.447,0.436
Balaghat,21.84995,80.22672,2025-11-09,15.76,1.5,71.56,0.0,0.354,0.409,0.447,0.432
Balaghat,21.84995,80.22672,2025-11-10,16.95,0.76,61.63,0.0,0.336,0.397,0.437,0.422
Balaghat,21.84995,80.22672,2025-11-11,17.06,1.05,63.33,0.0,0.32,0.387,0.43,0.413
Balaghat,21.84995,80.22672,2025-11-12,16.77,1.34,66.76,0.0,0.311,0.382,0.426,0.408
Balaghat,21.84995,80.22672,2025-11-13,16.0,1.52,69.43,0.0,0.302,0.38,0.428,0.409
Balaghat,21.84995,80.22672,2025-11-14,15.89,1.46,72.61,0.0,0.294,0.376,0.428,0.407
Balaghat,21.84995,80.22672,2025-11-15,15.98,1.37,72.25,0.0,0.289,0.373,0.425,0.405
Balaghat,21.84995,80.22672,2025-11-16,14.95,1.5,71.42,0.28,0.288,0.372,0.426,0.405
Balaghat,21.84995,80.22672,2025-11-17,14.45,1.53,77.51,0.0,0.279,0.366,0.422,0.4
Balaghat,21.84995,80.22672,2025-11-18,14.38,1.31,79.84,0.28,0.261,0.353,0.415,0.391
Balaghat,21.84995,80.22672,2025-11-19,15.48,1.18,78.34,0.0,0.254,0.347,0.41,0.386
Balaghat,21.84995,80.22672,2025-11-20,16.25,1.21,80.47,0.0,0.249,0.341,0.405,0.381
Balaghat,21.84995,80.22672,2025-11-21,17.83,0.7,73.62,0.0,0.248,0.339,0.404,0.38
Balaghat,21.84995,80.22672,2025-11-22,18.47,0.51,68.48,0.0,0.25,0.337,0.404,0.379
Balaghat,21.84995,80.22672,2025-11-23,18.25,0.88,74.67,0.0,0.258,0.339,0.408,0.383
Balaghat,21.84995,80.22672,2025-11-24,18.51,1.32,82.32,0.0,0.261,0.335,0.406,0.381
Balaghat,21.84995,80.22672,2025-11-25,19.04,0.86,79.45,0.0,0.27,0.337,0.408,0.384
Balaghat,21.84995,80.22672,2025-11-26,18.27,1.15,83.3,0.12,0.282,0.34,0.413,0.388
Balaghat,21.84995,80.22672,2025-11-27,17.49,1.7,80.5,0.0,0.28,0.338,0.412,0.387
Balaghat,21.84995,80.22672,2025-11-28,15.12,1.45,75.91,0.0,0.272,0.334,0.409,0.384
Balaghat,21.84995,80.22672,2025-11-29,15.72,1.29,75.35,0.0,0.259,0.331,0.406,0.38
Balaghat,21.84995,80.22672,2025-11-30,16.55,1.51,73.98,0.0,0.253,0.33,0.406,0.379
Balaghat,21.84995,80.22672,2025-12-01,17.4,1.29,76.23,0.0,0.254,0.329,0.404,0.378
Balaghat,21.84995,80.22672,2025-12-02,16.85,1.41,79.02,0.0,0.254,0.328,0.403,0.377
Balaghat,21.84995,80.22672,2025-12-03,16.48,1.63,74.67,0.0,0.249,0.326,0.401,0.375
Balaghat,21.84995,80.22672,2025-12-04,16.07,1.69,77.43,0.0,0.246,0.323,0.398,0.372
Balaghat,21.84995,80.22672,2025-12-05,15.09,1.88,70.95,0.0,0.244,0.322,0.397,0.37
Balaghat,21.84995,80.22672,2025-12-06,14.52,1.67,65.89,0.0,0.242,0.319,0.396,0.369
Balaghat,21.84995,80.22672,2025-12-07,14.81,1.45,65.33,0.0,0.241,0.318,0.394,0.368
Balaghat,21.84995,80.22672,2025-12-08,15.77,1.84,61.48,0.0,0.24,0.317,0.393,0.366
Balaghat,21.84995,80.22672,2025-12-09,15.49,2.28,61.09,0.0,0.244,0.315,0.391,0.365
Balaghat,21.84995,80.22672,2025-12-10,15.24,1.76,56.77,0.0,0.247,0.314,0.39,0.364
Balaghat,21.84995,80.22672,2025-12-11,15.62,1.35,57.96,0.0,0.242,0.312,0.389,0.362
Balaghat,21.84995,80.22672,2025-12-12,15.79,1.34,61.99,0.0,0.238,0.311,0.387,0.361
Balaghat,21.84995,80.22672,2025-12-13,15.62,1.46,65.71,0.0,0.238,0.31,0.386,0.359
Balaghat,21.84995,80.22672,2025-12-14,15.02,1.27,69.71,0.0,0.238,0.309,0.385,0.358
Balaghat,21.84995,80.22672,2025-12-15,15.07,1.16,70.76,0.0,0.238,0.308,0.384,0.357
Balaghat,21.84995,80.22672,2025-12-16,15.71,1.26,65.22,0.0,0.238,0.307,0.382,0.356
Balaghat,21.84995,80.22672,2025-12-17,15.35,1.77,66.09,0.0,0.238,0.306,0.381,0.356
Balaghat,21.84995,80.22672,2025-12-18,14.75,2.05,66.07,0.0,0.238,0.305,0.38,0.355
Balaghat,21.84995,80.22672,2025-12-19,13.65,2.3,71.96,0.0,0.238,0.304,0.379,0.354
Balaghat,21.84995,80.22672,2025-12-20,13.83,1.76,67.44,0.0,0.238,0.303,0.378,0.353
Balaghat,21.84995,80.22672,2025-12-21,14.53,1.41,63.76,0.0,0.238,0.303,0.377,0.352
Balaghat,21.84995,80.22672,2025-12-22,15.19,1.47,67.3,0.0,0.238,0.302,0.376,0.351
Balaghat,21.84995,80.22672,2025-12-23,15.38,1.85,68.1,0.0,0.238,0.301,0.375,0.35
Balaghat,21.84995,80.22672,2025-12-24,15.99,1.69,67.98,0.0,0.238,0.3,0.375,0.349
Balaghat,21.84995,80.22672,2025-12-25,15.44,1.25,68.23,0.0,0.238,0.299,0.374,0.348
Balaghat,21.84995,80.22672,2025-12-26,14.69,1.51,60.94,0.0,0.238,0.299,0.373,0.348
Balaghat,21.84995,80.22672,2025-12-27,14.22,1.53,59.86,0.0,0.238,0.298,0.372,0.347
Balaghat,21.84995,80.22672,2025-12-28,14.32,1.49,58.99,0.0,0.238,0.297,0.37,0.346
Balaghat,21.84995,80.22672,2025-12-29,14.89,1.33,55.16,0.0,0.238,0.297,0.37,0.345
Balaghat,21.84995,80.22672,2025-12-30,16.76,0.9,47.55,0.0,0.238,0.296,0.369,0.344
Balaghat,21.84995,80.22672,2025-12-31,17.16,1.29,50.21,0.0,0.238,0.295,0.368,0.343
Beldongri,21.34032,79.29246,2025-01-01,17.14,2.41,52.59,0.0,0.294,0.284,0.38,0.353
Beldongri,21.34032,79.29246,2025-01-02,17.01,2.47,47.27,0.0,0.294,0.284,0.372,0.348
Beldongri,21.34032,79.29246,2025-01-03,17.73,2.28,47.96,0.0,0.292,0.284,0.364,0.342
Beldongri,21.34032,79.29246,2025-01-04,17.84,2.09,53.16,0.0,0.281,0.284,0.354,0.334
Beldongri,21.34032,79.29246,2025-01-05,18.47,1.49,49.6,0.0,0.275,0.284,0.339,0.323
Beldongri,21.34032,79.29246,2025-01-06,19.01,1.23,53.9,0.0,0.272,0.283,0.325,0.312
Beldongri,21.34032,79.29246,2025-01-07,17.71,2.46,55.27,0.0,0.272,0.283,0.312,0.303
Beldongri,21.34032,79.29246,2025-01-08,15.35,1.76,51.18,0.0,0.26,0.283,0.295,0.29
Beldongri,21.34032,79.29246,2025-01-09,16.49,1.63,45.39,0.0,0.258,0.282,0.287,0.284
Beldongri,21.34032,79.29246,2025-01-10,16.95,1.65,47.97,0.0,0.269,0.282,0.287,0.285
Beldongri,21.34032,79.29246,2025-01-11,18.32,1.72,56.24,0.0,0.282,0.281,0.292,0.289
Beldongri,21.34032,79.29246,2025-01-12,19.47,1.69,66.3,0.12,0.302,0.281,0.309,0.303
Beldongri,21.34032,79.29246,2025-01-13,19.57,1.7,69.04,0.06,0.301,0.281,0.311,0.304
Beldongri,21.34032,79.29246,2025-01-14,19.01,1.25,59.07,0.0,0.307,0.281,0.293,0.292
Beldongri,21.34032,79.29246,2025-01-15,19.49,1.67,59.92,0.0,0.316,0.281,0.289,0.289
Beldongri,21.34032,79.29246,2025-01-16,19.9,1.34,60.84,0.0,0.331,0.281,0.289,0.29
Beldongri,21.34032,79.29246,2025-01-17,20.36,2.33,60.01,0.0,0.322,0.281,0.29,0.29
Beldongri,21.34032,79.29246,2025-01-18,19.51,1.87,60.71,0.0,0.308,0.281,0.276,0.28
Beldongri,21.34032,79.29246,2025-01-19,19.75,1.81,49.12,0.0,0.289,0.281,0.27,0.274
Beldongri,21.34032,79.29246,2025-01-20,19.92,2.12,47.74,0.0,0.281,0.28,0.271,0.274
Beldongri,21.34032,79.29246,2025-01-21,21.84,1.2,48.96,0.0,0.277,0.28,0.272,0.274
Beldongri,21.34032,79.29246,2025-01-22,22.02,1.3,42.41,0.0,0.261,0.28,0.272,0.273
Beldongri,21.34032,79.29246,2025-01-23,21.71,1.55,45.58,0.0,0.274,0.28,0.272,0.274
Beldongri,21.34032,79.29246,2025-01-24,22.33,1.73,50.15,0.0,0.28,0.279,0.273,0.275
Beldongri,21.34032,79.29246,2025-01-25,21.95,1.86,53.05,0.0,0.284,0.279,0.273,0.275
Beldongri,21.34032,79.29246,2025-01-26,21.59,1.83,40.82,0.0,0.279,0.279,0.274,0.275
Beldongri,21.34032,79.29246,2025-01-27,21.16,1.62,31.06,0.0,0.274,0.279,0.274,0.275
Beldongri,21.34032,79.29246,2025-01-28,21.93,1.35,28.73,0.0,0.27,0.279,0.275,0.275
Beldongri,21.34032,79.29246,2025-01-29,22.28,1.39,36.28,0.0,0.265,0.279,0.275,0.275
Beldongri,21.34032,79.29246,2025-01-30,23.93,1.79,38.24,0.0,0.262,0.279,0.276,0.276
Beldongri,21.34032,79.29246,2025-01-31,24.11,1.48,34.56,0.0,0.259,0.279,0.276,0.275
Beldongri,21.34032,79.29246,2025-02-01,24.97,1.66,39.7,0.0,0.257,0.279,0.277,0.276
Beldongri,21.34032,79.29246,2025-02-02,24.99,1.7,38.45,0.0,0.255,0.279,0.277,0.276
Beldongri,21.34032,79.29246,2025-02-03,25.8,1.65,36.93,0.0,0.253,0.279,0.277,0.276
Beldongri,21.34032,79.29246,2025-02-04,26.74,1.39,34.91,0.0,0.253,0.279,0.278,0.276
Beldongri,21.34032,79.29246,2025-02-05,26.24,1.57,35.97,0.0,0.252,0.279,0.278,0.276
Beldongri,21.34032,79.29246,2025-02-06,23.38,3.21,36.4,0.0,0.252,0.279,0.278,0.277
Beldongri,21.34032,79.29246,2025-02-07,22.7,2.57,29.57,0.0,0.252,0.279,0.279,0.277
Beldongri,21.34032,79.29246,2025-02-08,23.11,1.99,25.48,0.0,0.251,0.279,0.279,0.277
Beldongri,21.34032,79.29246,2025-02-09,24.11,1.25,23.21,0.0,0.251,0.279,0.279,0.277
Beldongri,21.34032,79.29246,2025-02-10,24.94,1.44,33.89,0.0,0.251,0.279,0.28,0.278
Beldongri,21.34032,79.29246,2025-02-11,26.09,1.43,38.33,0.0,0.251,0.278,0.28,0.278
Beldongri,21.34032,79.29246,2025-02-12,25.02,2.44,22.78,0.0,0.251,0.278,0.28,0.278
Beldongri,21.34032,79.29246,2025-02-13,23.43,2.94,23.91,0.0,0.259,0.278,0.281,0.279
Beldongri,21.34032,79.29246,2025-02-14,22.89,2.39,20.51,0.0,0.251,0.278,0.281,0.278
Beldongri,21.34032,79.29246,2025-02-15,25.05,1.28,22.6,0.0,0.251,0.278,0.281,0.278
Beldongri,21.34032,79.29246,2025-02-16,25.74,1.4,23.81,0.0,0.248,0.278,0.281,0.278
Beldongri,21.34032,79.29246,2025-02-17,26.35,1.2,25.75,0.0,0.248,0.278,0.281,0.278
Beldongri,21.34032,79.29246,2025-02-18,26.11,1.43,27.17,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-19,25.83,1.66,29.95,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-20,25.79,1.96,29.62,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-21,25.95,1.89,24.16,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-22,25.37,2.7,26.88,0.0,0.253,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-23,24.69,1.95,23.38,0.0,0.253,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-24,24.4,1.88,23.76,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-25,24.73,2.02,26.56,0.0,0.256,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-26,24.96,2.41,22.57,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-27,25.87,1.71,21.93,0.0,0.251,0.278,0.282,0.279
Beldongri,21.34032,79.29246,2025-02-28,26.61,1.82,23.83,0.0,0.251,0.278,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-01,27.32,1.79,28.81,0.0,0.251,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-02,28.44,1.87,27.11,0.0,0.251,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-03,27.94,2.1,24.03,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-04,28.21,2.48,22.08,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-05,24.08,4.04,12.78,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-06,23.37,2.63,9.7,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-07,25.31,1.81,11.25,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-08,27.05,1.65,15.5,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-09,27.25,2.11,17.11,0.0,0.267,0.278,0.283,0.281
Beldongri,21.34032,79.29246,2025-03-10,26.99,2.17,19.33,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-11,28.32,1.46,17.4,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-12,30.49,1.57,17.71,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-13,30.95,2.12,17.88,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-14,31.06,2.57,14.95,0.0,0.25,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-15,31.27,1.61,16.87,0.0,0.249,0.278,0.283,0.28
Beldongri,21.34032,79.29246,2025-03-16,31.56,2.14,21.93,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-17,31.23,1.78,23.45,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-18,30.53,2.04,21.49,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-19,30.22,2.51,24.04,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-20,30.85,2.62,27.68,0.03,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-21,30.34,1.71,22.15,0.41,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-22,29.36,1.6,18.79,0.0,0.242,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-23,28.95,1.79,18.18,0.0,0.242,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-24,28.17,2.18,14.27,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-25,28.97,1.88,14.68,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-26,30.38,1.0,14.39,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-27,32.15,1.55,14.53,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-28,32.0,3.26,19.9,0.0,0.249,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-29,31.3,2.75,14.65,0.0,0.248,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-30,31.57,2.05,10.31,0.0,0.248,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-03-31,31.84,1.93,11.92,0.0,0.253,0.277,0.28,0.278
Beldongri,21.34032,79.29246,2025-04-01,31.24,1.79,19.95,0.0,0.248,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-04-02,30.59,1.38,29.96,3.66,0.248,0.277,0.283,0.279
Beldongri,21.34032,79.29246,2025-04-03,30.72,1.38,34.23,1.25,0.265,0.277,0.274,0.274
Beldongri,21.34032,79.29246,2025-04-04,31.13,0.71,32.29,0.82,0.283,0.287,0.276,0.279
Beldongri,21.34032,79.29246,2025-04-05,31.43,1.88,24.86,0.0,0.292,0.311,0.266,0.277
Beldongri,21.34032,79.29246,2025-04-06,31.86,1.68,18.5,0.0,0.285,0.323,0.266,0.279
Beldongri,21.34032,79.29246,2025-04-07,32.93,0.87,17.68,0.0,0.276,0.325,0.267,0.28
Beldongri,21.34032,79.29246,2025-04-08,32.66,1.66,21.96,0.0,0.27,0.321,0.267,0.279
Beldongri,21.34032,79.29246,2025-04-09,32.62,1.68,31.16,4.13,0.258,0.309,0.267,0.275
Beldongri,21.34032,79.29246,2025-04-10,32.97,1.85,32.14,0.78,0.257,0.31,0.267,0.275
Beldongri,21.34032,79.29246,2025-04-11,32.7,2.07,22.79,0.33,0.254,0.305,0.267,0.274
Beldongri,21.34032,79.29246,2025-04-12,32.41,3.0,22.38,0.0,0.252,0.302,0.268,0.274
Beldongri,21.34032,79.29246,2025-04-13,33.03,1.41,23.78,0.16,0.252,0.299,0.268,0.273
Beldongri,21.34032,79.29246,2025-04-14,33.3,1.48,24.08,0.8,0.255,0.305,0.268,0.275
Beldongri,21.34032,79.29246,2025-04-15,33.31,1.51,23.06,0.0,0.256,0.307,0.268,0.275
Beldongri,21.34032,79.29246,2025-04-16,32.64,1.73,31.99,0.0,0.24,0.303,0.269,0.274
Beldongri,21.34032,79.29246,2025-04-17,33.99,1.31,29.79,0.03,0.252,0.3,0.269,0.274
Beldongri,21.34032,79.29246,2025-04-18,35.32,1.93,24.1,0.0,0.252,0.297,0.269,0.274
Beldongri,21.34032,79.29246,2025-04-19,35.58,2.59,19.39,0.18,0.251,0.294,0.269,0.273
Beldongri,21.34032,79.29246,2025-04-20,35.26,2.44,17.26,0.0,0.251,0.291,0.269,0.272
Beldongri,21.34032,79.29246,2025-04-21,35.1,2.36,16.85,0.0,0.251,0.289,0.269,0.272
Beldongri,21.34032,79.29246,2025-04-22,35.62,2.13,11.99,0.0,0.251,0.287,0.27,0.272
Beldongri,21.34032,79.29246,2025-04-23,35.52,2.26,12.09,0.0,0.251,0.285,0.27,0.272
Beldongri,21.34032,79.29246,2025-04-24,35.48,2.95,12.26,0.0,0.251,0.284,0.27,0.272
Beldongri,21.34032,79.29246,2025-04-25,35.99,2.72,15.36,0.0,0.251,0.283,0.27,0.271
Beldongri,21.34032,79.29246,2025-04-26,36.01,2.19,17.87,0.0,0.261,0.282,0.27,0.272
Beldongri,21.34032,79.29246,2025-04-27,34.33,2.44,21.85,1.41,0.274,0.282,0.27,0.273
Beldongri,21.34032,79.29246,2025-04-28,33.55,2.27,25.12,3.18,0.274,0.281,0.27,0.273
Beldongri,21.34032,79.29246,2025-04-29,33.58,2.14,29.01,0.87,0.318,0.281,0.271,0.276
Beldongri,21.34032,79.29246,2025-04-30,34.28,1.71,26.99,0.38,0.35,0.284,0.275,0.282
Beldongri,21.34032,79.29246,2025-05-01,33.22,3.06,37.72,0.4,0.357,0.286,0.276,0.284
Beldongri,21.34032,79.29246,2025-05-02,33.6,2.55,35.34,0.07,0.358,0.286,0.276,0.284
Beldongri,21.34032,79.29246,2025-05-03,34.31,2.28,35.08,0.15,0.364,0.286,0.277,0.285
Beldongri,21.34032,79.29246,2025-05-04,32.23,2.33,45.2,7.92,0.384,0.287,0.277,0.287
Beldongri,21.34032,79.29246,2025-05-05,31.11,1.17,49.99,3.02,0.373,0.287,0.277,0.286
Beldongri,21.34032,79.29246,2025-05-06,31.21,1.56,45.02,1.57,0.357,0.316,0.277,0.291
Beldongri,21.34032,79.29246,2025-05-07,31.14,2.27,41.46,0.09,0.344,0.342,0.277,0.295
Beldongri,21.34032,79.29246,2025-05-08,30.53,2.05,40.55,0.14,0.327,0.336,0.277,0.293
Beldongri,21.34032,79.29246,2025-05-09,31.95,1.78,41.92,0.05,0.314,0.327,0.278,0.291
Beldongri,21.34032,79.29246,2025-05-10,32.26,1.15,43.3,2.28,0.302,0.312,0.278,0.287
Beldongri,21.34032,79.29246,2025-05-11,33.99,1.47,41.13,0.24,0.29,0.306,0.278,0.285
Beldongri,21.34032,79.29246,2025-05-12,35.06,2.03,35.03,0.01,0.282,0.314,0.278,0.286
Beldongri,21.34032,79.29246,2025-05-13,35.6,2.57,32.39,0.47,0.282,0.322,0.278,0.288
Beldongri,21.34032,79.29246,2025-05-14,35.81,1.73,33.49,1.04,0.294,0.34,0.278,0.292
Beldongri,21.34032,79.29246,2025-05-15,34.18,1.92,43.43,6.91,0.289,0.327,0.279,0.29
Beldongri,21.34032,79.29246,2025-05-16,34.22,1.01,46.22,0.33,0.313,0.331,0.279,0.292
Beldongri,21.34032,79.29246,2025-05-17,34.84,1.75,41.56,1.25,0.296,0.324,0.281,0.291
Beldongri,21.34032,79.29246,2025-05-18,33.72,1.45,50.04,6.99,0.317,0.336,0.294,0.304
Beldongri,21.34032,79.29246,2025-05-19,34.15,2.06,48.85,0.01,0.347,0.343,0.311,0.32
Beldongri,21.34032,79.29246,2025-05-20,35.45,1.45,42.83,0.02,0.355,0.35,0.313,0.324
Beldongri,21.34032,79.29246,2025-05-21,33.99,1.86,47.36,15.38,0.372,0.351,0.308,0.321
Beldongri,21.34032,79.29246,2025-05-22,31.43,1.87,58.97,0.27,0.444,0.359,0.304,0.325
Beldongri,21.34032,79.29246,2025-05-23,30.67,1.89,59.04,0.19,0.42,0.374,0.304,0.327
Beldongri,21.34032,79.29246,2025-05-24,27.67,2.14,74.08,1.73,0.422,0.385,0.305,0.33
Beldongri,21.34032,79.29246,2025-05-25,27.58,2.76,75.67,3.34,0.458,0.396,0.31,0.338
Beldongri,21.34032,79.29246,2025-05-26,30.57,1.88,64.25,1.56,0.445,0.402,0.321,0.346
Beldongri,21.34032,79.29246,2025-05-27,31.79,1.35,61.53,4.14,0.483,0.431,0.316,0.352
Beldongri,21.34032,79.29246,2025-05-28,31.35,2.31,65.56,12.42,0.481,0.46,0.313,0.356
Beldongri,21.34032,79.29246,2025-05-29,32.02,2.58,61.37,5.62,0.486,0.471,0.316,0.361
Beldongri,21.34032,79.29246,2025-05-30,32.27,3.31,59.71,0.91,0.489,0.488,0.323,0.369
Beldongri,21.34032,79.29246,2025-05-31,31.11,3.07,57.52,0.52,0.482,0.483,0.33,0.373
Beldongri,21.34032,79.29246,2025-06-01,31.72,4.71,49.44,0.0,0.462,0.465,0.336,0.372
Beldongri,21.34032,79.29246,2025-06-02,30.16,3.33,61.01,1.45,0.441,0.451,0.335,0.367
Beldongri,21.34032,79.29246,2025-06-03,30.98,3.86,52.07,0.04,0.411,0.436,0.32,0.351
Beldongri,21.34032,79.29246,2025-06-04,30.82,2.06,53.19,0.3,0.379,0.416,0.303,0.332
Beldongri,21.34032,79.29246,2025-06-05,32.33,1.57,44.89,1.26,0.363,0.403,0.289,0.318
Beldongri,21.34032,79.29246,2025-06-06,33.76,1.41,39.28,0.0,0.353,0.395,0.287,0.315
